"Date Printed: Wednesday, August 29, 2018 10:36:44 AM"
Title: Primary and Secondary Syphilis | Chlamydia | Gonorrhea | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,Race/Ethnicity,Cases,Rate per 100000
"Chlamydia","2001","Washington","White","Data not available","Data not available"
"Chlamydia","2001","West Virginia","Asian","Data not available","Data not available"
"Chlamydia","2001","West Virginia","Black/African American","Data not available","Data not available"
"Chlamydia","2001","West Virginia","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2001","West Virginia","White","Data not available","Data not available"
"Chlamydia","2001","Wisconsin","Asian","Data not available","Data not available"
"Chlamydia","2001","Wisconsin","Black/African American","Data not available","Data not available"
"Chlamydia","2001","Wisconsin","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2001","Wisconsin","White","Data not available","Data not available"
"Chlamydia","2001","Wyoming","Asian","Data not available","Data not available"
"Chlamydia","2001","Wyoming","Black/African American","Data not available","Data not available"
"Chlamydia","2001","Wyoming","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2001","Wyoming","White","Data not available","Data not available"
"Chlamydia","2002","Alabama","Asian","Data not available","Data not available"
"Chlamydia","2002","Alabama","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Alabama","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Alabama","White","Data not available","Data not available"
"Chlamydia","2002","Alaska","Asian","Data not available","Data not available"
"Chlamydia","2002","Alaska","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Alaska","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Alaska","White","Data not available","Data not available"
"Chlamydia","2002","Arizona","Asian","Data not available","Data not available"
"Chlamydia","2002","Arizona","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Arizona","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Arizona","White","Data not available","Data not available"
"Chlamydia","2002","Arkansas","Asian","Data not available","Data not available"
"Chlamydia","2002","Arkansas","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Arkansas","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Arkansas","White","Data not available","Data not available"
"Chlamydia","2002","California","Asian","Data not available","Data not available"
"Chlamydia","2002","California","Black/African American","Data not available","Data not available"
"Chlamydia","2002","California","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","California","White","Data not available","Data not available"
"Chlamydia","2002","Colorado","Asian","Data not available","Data not available"
"Chlamydia","2002","Colorado","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Colorado","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Colorado","White","Data not available","Data not available"
"Chlamydia","2002","Connecticut","Asian","Data not available","Data not available"
"Chlamydia","2002","Connecticut","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Connecticut","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Connecticut","White","Data not available","Data not available"
"Chlamydia","2002","Delaware","Asian","Data not available","Data not available"
"Chlamydia","2002","Delaware","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Delaware","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Delaware","White","Data not available","Data not available"
"Chlamydia","2002","District of Columbia","Asian","Data not available","Data not available"
"Chlamydia","2002","District of Columbia","Black/African American","Data not available","Data not available"
"Chlamydia","2002","District of Columbia","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","District of Columbia","White","Data not available","Data not available"
"Chlamydia","2002","Florida","Asian","Data not available","Data not available"
"Chlamydia","2002","Florida","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Florida","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Florida","White","Data not available","Data not available"
"Chlamydia","2002","Georgia","Asian","Data not available","Data not available"
"Chlamydia","2002","Georgia","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Georgia","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Georgia","White","Data not available","Data not available"
"Chlamydia","2002","Hawaii","Asian","Data not available","Data not available"
"Chlamydia","2002","Hawaii","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Hawaii","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Hawaii","White","Data not available","Data not available"
"Chlamydia","2002","Idaho","Asian","Data not available","Data not available"
"Chlamydia","2002","Idaho","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Idaho","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Idaho","White","Data not available","Data not available"
"Chlamydia","2002","Illinois","Asian","Data not available","Data not available"
"Chlamydia","2002","Illinois","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Illinois","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Illinois","White","Data not available","Data not available"
"Chlamydia","2002","Indiana","Asian","Data not available","Data not available"
"Chlamydia","2002","Indiana","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Indiana","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Indiana","White","Data not available","Data not available"
"Chlamydia","2002","Iowa","Asian","Data not available","Data not available"
"Chlamydia","2002","Iowa","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Iowa","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Iowa","White","Data not available","Data not available"
"Chlamydia","2002","Kansas","Asian","Data not available","Data not available"
"Chlamydia","2002","Kansas","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Kansas","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Kansas","White","Data not available","Data not available"
"Chlamydia","2002","Kentucky","Asian","Data not available","Data not available"
"Chlamydia","2002","Kentucky","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Kentucky","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Kentucky","White","Data not available","Data not available"
"Chlamydia","2002","Louisiana","Asian","Data not available","Data not available"
"Chlamydia","2002","Louisiana","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Louisiana","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Louisiana","White","Data not available","Data not available"
"Chlamydia","2002","Maine","Asian","Data not available","Data not available"
"Chlamydia","2002","Maine","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Maine","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Maine","White","Data not available","Data not available"
"Chlamydia","2002","Maryland","Asian","Data not available","Data not available"
"Chlamydia","2002","Maryland","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Maryland","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Maryland","White","Data not available","Data not available"
"Chlamydia","2002","Massachusetts","Asian","Data not available","Data not available"
"Chlamydia","2002","Massachusetts","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Massachusetts","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Massachusetts","White","Data not available","Data not available"
"Chlamydia","2002","Michigan","Asian","Data not available","Data not available"
"Chlamydia","2002","Michigan","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Michigan","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Michigan","White","Data not available","Data not available"
"Chlamydia","2002","Minnesota","Asian","Data not available","Data not available"
"Chlamydia","2002","Minnesota","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Minnesota","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Minnesota","White","Data not available","Data not available"
"Chlamydia","2002","Mississippi","Asian","Data not available","Data not available"
"Chlamydia","2002","Mississippi","Black/African American","Data not available","Data not available"
"Chlamydia","2002","Mississippi","Hispanic/Latino","Data not available","Data not available"
"Chlamydia","2002","Mississippi","White","Data not available","Data not available"
"Chlamydia","2002","Missouri","Asian","Data not available","Data not available"
